data,datafim,valor
04/05/2012,04/06/2012,0.5146
05/05/2012,05/06/2012,0.514
06/05/2012,06/06/2012,0.5357
07/05/2012,07/06/2012,0.5558
08/05/2012,08/06/2012,0.5381
09/05/2012,09/06/2012,0.5492
10/05/2012,10/06/2012,0.5
11/05/2012,11/06/2012,0.5083
12/05/2012,12/06/2012,0.5
13/05/2012,13/06/2012,0.5221
14/05/2012,14/06/2012,0.524
15/05/2012,15/06/2012,0.5222
16/05/2012,16/06/2012,0.5266
17/05/2012,17/06/2012,0.512
18/05/2012,18/06/2012,0.5
19/05/2012,19/06/2012,0.5
20/05/2012,20/06/2012,0.5173
21/05/2012,21/06/2012,0.5464
22/05/2012,22/06/2012,0.5053
23/05/2012,23/06/2012,0.5318
24/05/2012,24/06/2012,0.5
25/05/2012,25/06/2012,0.5
26/05/2012,26/06/2012,0.5
27/05/2012,27/06/2012,0.5059
28/05/2012,28/06/2012,0.523
01/06/2012,01/07/2012,0.4828
02/06/2012,02/07/2012,0.4828
03/06/2012,03/07/2012,0.4828
04/06/2012,04/07/2012,0.4928
05/06/2012,05/07/2012,0.4828
06/06/2012,06/07/2012,0.4828
07/06/2012,07/07/2012,0.4828
08/06/2012,08/07/2012,0.4828
09/06/2012,09/07/2012,0.4828
10/06/2012,10/07/2012,0.4904
11/06/2012,11/07/2012,0.5275
12/06/2012,12/07/2012,0.4956
13/06/2012,13/07/2012,0.5023
14/06/2012,14/07/2012,0.4895
15/06/2012,15/07/2012,0.4828
16/06/2012,16/07/2012,0.4828
17/06/2012,17/07/2012,0.4828
18/06/2012,18/07/2012,0.5061
19/06/2012,19/07/2012,0.4951
20/06/2012,20/07/2012,0.4953
21/06/2012,21/07/2012,0.4828
22/06/2012,22/07/2012,0.4828
23/06/2012,23/07/2012,0.4828
24/06/2012,24/07/2012,0.4828
25/06/2012,25/07/2012,0.5054
26/06/2012,26/07/2012,0.4989
27/06/2012,27/07/2012,0.4828
28/06/2012,28/07/2012,0.4828
01/07/2012,01/08/2012,0.4973
02/07/2012,02/08/2012,0.5316
03/07/2012,03/08/2012,0.4877
04/07/2012,04/08/2012,0.539
05/07/2012,05/08/2012,0.4828
06/07/2012,06/08/2012,0.4828
07/07/2012,07/08/2012,0.4828
08/07/2012,08/08/2012,0.4862
09/07/2012,09/08/2012,0.5
10/07/2012,10/08/2012,0.5041
11/07/2012,11/08/2012,0.4972
12/07/2012,12/08/2012,0.4551
13/07/2012,13/08/2012,0.4551
14/07/2012,14/08/2012,0.4551
15/07/2012,15/08/2012,0.4551
16/07/2012,16/08/2012,0.4728
17/07/2012,17/08/2012,0.4567
18/07/2012,18/08/2012,0.456
19/07/2012,19/08/2012,0.4551
20/07/2012,20/08/2012,0.4551
21/07/2012,21/08/2012,0.4551
22/07/2012,22/08/2012,0.4551
23/07/2012,23/08/2012,0.4767
24/07/2012,24/08/2012,0.4733
25/07/2012,25/08/2012,0.4784
26/07/2012,26/08/2012,0.4551
27/07/2012,27/08/2012,0.4551
28/07/2012,28/08/2012,0.4551
01/08/2012,01/09/2012,0.4675
02/08/2012,02/09/2012,0.4551
03/08/2012,03/09/2012,0.4551
04/08/2012,04/09/2012,0.4551
05/08/2012,05/09/2012,0.4551
06/08/2012,06/09/2012,0.4788
07/08/2012,07/09/2012,0.4551
08/08/2012,08/09/2012,0.4551
09/08/2012,09/09/2012,0.4551
10/08/2012,10/09/2012,0.4551
11/08/2012,11/09/2012,0.4551
12/08/2012,12/09/2012,0.4551
13/08/2012,13/09/2012,0.4551
14/08/2012,14/09/2012,0.4551
15/08/2012,15/09/2012,0.4551
16/08/2012,16/09/2012,0.4551
17/08/2012,17/09/2012,0.4551
18/08/2012,18/09/2012,0.4551
19/08/2012,19/09/2012,0.4551
20/08/2012,20/09/2012,0.4551
21/08/2012,21/09/2012,0.4551
22/08/2012,22/09/2012,0.4551
23/08/2012,23/09/2012,0.4551
24/08/2012,24/09/2012,0.4551
25/08/2012,25/09/2012,0.4551
26/08/2012,26/09/2012,0.4551
27/08/2012,27/09/2012,0.4551
28/08/2012,28/09/2012,0.4551
01/09/2012,01/10/2012,0.4273
02/09/2012,02/10/2012,0.4273
03/09/2012,03/10/2012,0.4273
04/09/2012,04/10/2012,0.4273
05/09/2012,05/10/2012,0.4273
06/09/2012,06/10/2012,0.4273
07/09/2012,07/10/2012,0.4273
08/09/2012,08/10/2012,0.4273
09/09/2012,09/10/2012,0.4273
10/09/2012,10/10/2012,0.4273
11/09/2012,11/10/2012,0.4273
12/09/2012,12/10/2012,0.4273
13/09/2012,13/10/2012,0.4273
14/09/2012,14/10/2012,0.4273
15/09/2012,15/10/2012,0.4273
16/09/2012,16/10/2012,0.4273
17/09/2012,17/10/2012,0.4273
18/09/2012,18/10/2012,0.4273
19/09/2012,19/10/2012,0.4273
20/09/2012,20/10/2012,0.4273
21/09/2012,21/10/2012,0.4273
22/09/2012,22/10/2012,0.4273
23/09/2012,23/10/2012,0.4273
24/09/2012,24/10/2012,0.4273
25/09/2012,25/10/2012,0.4273
26/09/2012,26/10/2012,0.4273
27/09/2012,27/10/2012,0.4273
28/09/2012,28/10/2012,0.4273
01/10/2012,01/11/2012,0.4273
02/10/2012,02/11/2012,0.4273
03/10/2012,03/11/2012,0.4273
04/10/2012,04/11/2012,0.4273
05/10/2012,05/11/2012,0.4273
06/10/2012,06/11/2012,0.4273
07/10/2012,07/11/2012,0.4273
08/10/2012,08/11/2012,0.4273
09/10/2012,09/11/2012,0.4273
10/10/2012,10/11/2012,0.4273
11/10/2012,11/11/2012,0.4134
12/10/2012,12/11/2012,0.4134
13/10/2012,13/11/2012,0.4134
14/10/2012,14/11/2012,0.4134
15/10/2012,15/11/2012,0.4134
16/10/2012,16/11/2012,0.4134
17/10/2012,17/11/2012,0.4134
18/10/2012,18/11/2012,0.4134
19/10/2012,19/11/2012,0.4134
20/10/2012,20/11/2012,0.4134
21/10/2012,21/11/2012,0.4134
22/10/2012,22/11/2012,0.4134
23/10/2012,23/11/2012,0.4134
24/10/2012,24/11/2012,0.4134
25/10/2012,25/11/2012,0.4134
26/10/2012,26/11/2012,0.4134
27/10/2012,27/11/2012,0.4134
28/10/2012,28/11/2012,0.4134
01/11/2012,01/12/2012,0.4134
02/11/2012,02/12/2012,0.4134
03/11/2012,03/12/2012,0.4134
04/11/2012,04/12/2012,0.4134
05/11/2012,05/12/2012,0.4134
06/11/2012,06/12/2012,0.4134
07/11/2012,07/12/2012,0.4134
08/11/2012,08/12/2012,0.4134
09/11/2012,09/12/2012,0.4134
10/11/2012,10/12/2012,0.4134
11/11/2012,11/12/2012,0.4134
12/11/2012,12/12/2012,0.4134
13/11/2012,13/12/2012,0.4134
14/11/2012,14/12/2012,0.4134
15/11/2012,15/12/2012,0.4134
16/11/2012,16/12/2012,0.4134
17/11/2012,17/12/2012,0.4134
18/11/2012,18/12/2012,0.4134
19/11/2012,19/12/2012,0.4134
20/11/2012,20/12/2012,0.4134
21/11/2012,21/12/2012,0.4134
22/11/2012,22/12/2012,0.4134
23/11/2012,23/12/2012,0.4134
24/11/2012,24/12/2012,0.4134
25/11/2012,25/12/2012,0.4134
26/11/2012,26/12/2012,0.4134
27/11/2012,27/12/2012,0.4134
28/11/2012,28/12/2012,0.4134
01/12/2012,01/01/2013,0.4134
02/12/2012,02/01/2013,0.4134
03/12/2012,03/01/2013,0.4134
04/12/2012,04/01/2013,0.4134
05/12/2012,05/01/2013,0.4134
06/12/2012,06/01/2013,0.4134
07/12/2012,07/01/2013,0.4134
08/12/2012,08/01/2013,0.4134
09/12/2012,09/01/2013,0.4134
10/12/2012,10/01/2013,0.4134
11/12/2012,11/01/2013,0.4134
12/12/2012,12/01/2013,0.4134
13/12/2012,13/01/2013,0.4134
14/12/2012,14/01/2013,0.4134
15/12/2012,15/01/2013,0.4134
16/12/2012,16/01/2013,0.4134
17/12/2012,17/01/2013,0.4134
18/12/2012,18/01/2013,0.4134
19/12/2012,19/01/2013,0.4134
20/12/2012,20/01/2013,0.4134
21/12/2012,21/01/2013,0.4134
22/12/2012,22/01/2013,0.4134
23/12/2012,23/01/2013,0.4134
24/12/2012,24/01/2013,0.4134
25/12/2012,25/01/2013,0.4134
26/12/2012,26/01/2013,0.4134
27/12/2012,27/01/2013,0.4134
28/12/2012,28/01/2013,0.4134
01/01/2013,01/02/2013,0.4134
02/01/2013,02/02/2013,0.4134
03/01/2013,03/02/2013,0.4134
04/01/2013,04/02/2013,0.4134
05/01/2013,05/02/2013,0.4134
06/01/2013,06/02/2013,0.4134
07/01/2013,07/02/2013,0.4134
08/01/2013,08/02/2013,0.4134
09/01/2013,09/02/2013,0.4134
10/01/2013,10/02/2013,0.4134
11/01/2013,11/02/2013,0.4134
12/01/2013,12/02/2013,0.4134
13/01/2013,13/02/2013,0.4134
14/01/2013,14/02/2013,0.4134
15/01/2013,15/02/2013,0.4134
16/01/2013,16/02/2013,0.4134
17/01/2013,17/02/2013,0.4134
18/01/2013,18/02/2013,0.4134
19/01/2013,19/02/2013,0.4134
20/01/2013,20/02/2013,0.4134
21/01/2013,21/02/2013,0.4134
22/01/2013,22/02/2013,0.4134
23/01/2013,23/02/2013,0.4134
24/01/2013,24/02/2013,0.4134
25/01/2013,25/02/2013,0.4134
26/01/2013,26/02/2013,0.4134
27/01/2013,27/02/2013,0.4134
28/01/2013,28/02/2013,0.4134
01/02/2013,01/03/2013,0.4134
02/02/2013,02/03/2013,0.4134
03/02/2013,03/03/2013,0.4134
04/02/2013,04/03/2013,0.4134
05/02/2013,05/03/2013,0.4134
06/02/2013,06/03/2013,0.4134
07/02/2013,07/03/2013,0.4134
08/02/2013,08/03/2013,0.4134
09/02/2013,09/03/2013,0.4134
10/02/2013,10/03/2013,0.4134
11/02/2013,11/03/2013,0.4134
12/02/2013,12/03/2013,0.4134
13/02/2013,13/03/2013,0.4134
14/02/2013,14/03/2013,0.4134
15/02/2013,15/03/2013,0.4134
16/02/2013,16/03/2013,0.4134
17/02/2013,17/03/2013,0.4134
18/02/2013,18/03/2013,0.4134
19/02/2013,19/03/2013,0.4134
20/02/2013,20/03/2013,0.4134
21/02/2013,21/03/2013,0.4134
22/02/2013,22/03/2013,0.4134
23/02/2013,23/03/2013,0.4134
24/02/2013,24/03/2013,0.4134
25/02/2013,25/03/2013,0.4134
26/02/2013,26/03/2013,0.4134
27/02/2013,27/03/2013,0.4134
28/02/2013,28/03/2013,0.4134
01/03/2013,01/04/2013,0.4134
02/03/2013,02/04/2013,0.4134
03/03/2013,03/04/2013,0.4134
04/03/2013,04/04/2013,0.4134
05/03/2013,05/04/2013,0.4134
06/03/2013,06/04/2013,0.4134
07/03/2013,07/04/2013,0.4134
08/03/2013,08/04/2013,0.4134
09/03/2013,09/04/2013,0.4134
10/03/2013,10/04/2013,0.4134
11/03/2013,11/04/2013,0.4134
12/03/2013,12/04/2013,0.4134
13/03/2013,13/04/2013,0.4134
14/03/2013,14/04/2013,0.4134
15/03/2013,15/04/2013,0.4134
16/03/2013,16/04/2013,0.4134
17/03/2013,17/04/2013,0.4134
18/03/2013,18/04/2013,0.4134
19/03/2013,19/04/2013,0.4134
20/03/2013,20/04/2013,0.4134
21/03/2013,21/04/2013,0.4134
22/03/2013,22/04/2013,0.4134
23/03/2013,23/04/2013,0.4134
24/03/2013,24/04/2013,0.4134
25/03/2013,25/04/2013,0.4134
26/03/2013,26/04/2013,0.4134
27/03/2013,27/04/2013,0.4134
28/03/2013,28/04/2013,0.4134
01/04/2013,01/05/2013,0.4134
02/04/2013,02/05/2013,0.4134
03/04/2013,03/05/2013,0.4134
04/04/2013,04/05/2013,0.4134
05/04/2013,05/05/2013,0.4134
06/04/2013,06/05/2013,0.4134
07/04/2013,07/05/2013,0.4134
08/04/2013,08/05/2013,0.4134
09/04/2013,09/05/2013,0.4134
10/04/2013,10/05/2013,0.4134
11/04/2013,11/05/2013,0.4134
12/04/2013,12/05/2013,0.4134
13/04/2013,13/05/2013,0.4134
14/04/2013,14/05/2013,0.4134
15/04/2013,15/05/2013,0.4134
16/04/2013,16/05/2013,0.4134
17/04/2013,17/05/2013,0.4134
18/04/2013,18/05/2013,0.4273
19/04/2013,19/05/2013,0.4273
20/04/2013,20/05/2013,0.4273
21/04/2013,21/05/2013,0.4273
22/04/2013,22/05/2013,0.4273
23/04/2013,23/05/2013,0.4273
24/04/2013,24/05/2013,0.4273
25/04/2013,25/05/2013,0.4273
26/04/2013,26/05/2013,0.4273
27/04/2013,27/05/2013,0.4273
28/04/2013,28/05/2013,0.4273
01/05/2013,01/06/2013,0.4273
02/05/2013,02/06/2013,0.4273
03/05/2013,03/06/2013,0.4273
04/05/2013,04/06/2013,0.4273
05/05/2013,05/06/2013,0.4273
06/05/2013,06/06/2013,0.4273
07/05/2013,07/06/2013,0.4273
08/05/2013,08/06/2013,0.4273
09/05/2013,09/06/2013,0.4273
10/05/2013,10/06/2013,0.4273
11/05/2013,11/06/2013,0.4273
12/05/2013,12/06/2013,0.4273
13/05/2013,13/06/2013,0.4273
14/05/2013,14/06/2013,0.4273
15/05/2013,15/06/2013,0.4273
16/05/2013,16/06/2013,0.4273
17/05/2013,17/06/2013,0.4273
18/05/2013,18/06/2013,0.4273
19/05/2013,19/06/2013,0.4273
20/05/2013,20/06/2013,0.4273
21/05/2013,21/06/2013,0.4273
22/05/2013,22/06/2013,0.4273
23/05/2013,23/06/2013,0.4273
24/05/2013,24/06/2013,0.4273
25/05/2013,25/06/2013,0.4273
26/05/2013,26/06/2013,0.4273
27/05/2013,27/06/2013,0.4273
28/05/2013,28/06/2013,0.4273
01/06/2013,01/07/2013,0.4551
02/06/2013,02/07/2013,0.4551
03/06/2013,03/07/2013,0.4551
04/06/2013,04/07/2013,0.4551
05/06/2013,05/07/2013,0.4551
06/06/2013,06/07/2013,0.4551
07/06/2013,07/07/2013,0.4551
08/06/2013,08/07/2013,0.4551
09/06/2013,09/07/2013,0.4551
10/06/2013,10/07/2013,0.4551
11/06/2013,11/07/2013,0.4551
12/06/2013,12/07/2013,0.4551
13/06/2013,13/07/2013,0.4551
14/06/2013,14/07/2013,0.4551
15/06/2013,15/07/2013,0.4551
16/06/2013,16/07/2013,0.4551
17/06/2013,17/07/2013,0.4551
18/06/2013,18/07/2013,0.4551
19/06/2013,19/07/2013,0.4551
20/06/2013,20/07/2013,0.466
21/06/2013,21/07/2013,0.4551
22/06/2013,22/07/2013,0.4551
23/06/2013,23/07/2013,0.4551
24/06/2013,24/07/2013,0.4706
25/06/2013,25/07/2013,0.4551
26/06/2013,26/07/2013,0.4551
27/06/2013,27/07/2013,0.4551
28/06/2013,28/07/2013,0.4551
01/07/2013,01/08/2013,0.4761
02/07/2013,02/08/2013,0.4774
03/07/2013,03/08/2013,0.4896
04/07/2013,04/08/2013,0.4551
05/07/2013,05/08/2013,0.4551
06/07/2013,06/08/2013,0.4551
07/07/2013,07/08/2013,0.4678
08/07/2013,08/08/2013,0.4922
09/07/2013,09/08/2013,0.4902
10/07/2013,10/08/2013,0.493
11/07/2013,11/08/2013,0.5036
12/07/2013,12/08/2013,0.4828
13/07/2013,13/08/2013,0.4828
14/07/2013,14/08/2013,0.4912
15/07/2013,15/08/2013,0.5067
16/07/2013,16/08/2013,0.5058
17/07/2013,17/08/2013,0.5378
18/07/2013,18/08/2013,0.4828
19/07/2013,19/08/2013,0.4828
20/07/2013,20/08/2013,0.4828
21/07/2013,21/08/2013,0.4846
22/07/2013,22/08/2013,0.5103
23/07/2013,23/08/2013,0.5057
24/07/2013,24/08/2013,0.5317
25/07/2013,25/08/2013,0.5048
26/07/2013,26/08/2013,0.4828
27/07/2013,27/08/2013,0.4828
28/07/2013,28/08/2013,0.4828
01/08/2013,01/09/2013,0.4828
02/08/2013,02/09/2013,0.4828
03/08/2013,03/09/2013,0.4828
04/08/2013,04/09/2013,0.4972
05/08/2013,05/09/2013,0.5157
06/08/2013,06/09/2013,0.4955
07/08/2013,07/09/2013,0.5303
08/08/2013,08/09/2013,0.5028
09/08/2013,09/09/2013,0.4828
10/08/2013,10/09/2013,0.4828
11/08/2013,11/09/2013,0.5038
12/08/2013,12/09/2013,0.5203
13/08/2013,13/09/2013,0.5371
14/08/2013,14/09/2013,0.5374
15/08/2013,15/09/2013,0.5094
16/08/2013,16/09/2013,0.4828
17/08/2013,17/09/2013,0.4828
18/08/2013,18/09/2013,0.4999
19/08/2013,19/09/2013,0.5341
20/08/2013,20/09/2013,0.5327
21/08/2013,21/09/2013,0.5537
22/08/2013,22/09/2013,0.5053
23/08/2013,23/09/2013,0.4828
24/08/2013,24/09/2013,0.4828
25/08/2013,25/09/2013,0.503
26/08/2013,26/09/2013,0.5316
27/08/2013,27/09/2013,0.5369
28/08/2013,28/09/2013,0.52
01/09/2013,01/10/2013,0.5079
02/09/2013,02/10/2013,0.5516
03/09/2013,03/10/2013,0.5506
04/09/2013,04/10/2013,0.5391
05/09/2013,05/10/2013,0.5086
06/09/2013,06/10/2013,0.5177
07/09/2013,07/10/2013,0.5
08/09/2013,08/10/2013,0.5232
09/09/2013,09/10/2013,0.5514
10/09/2013,10/10/2013,0.516
11/09/2013,11/10/2013,0.5434
12/09/2013,12/10/2013,0.5285
13/09/2013,13/10/2013,0.5037
14/09/2013,14/10/2013,0.5
15/09/2013,15/10/2013,0.513
16/09/2013,16/10/2013,0.5443
17/09/2013,17/10/2013,0.5355
18/09/2013,18/10/2013,0.5555
19/09/2013,19/10/2013,0.5328
20/09/2013,20/10/2013,0.5224
21/09/2013,21/10/2013,0.5
22/09/2013,22/10/2013,0.5172
23/09/2013,23/10/2013,0.5544
24/09/2013,24/10/2013,0.535
25/09/2013,25/10/2013,0.5549
26/09/2013,26/10/2013,0.556
27/09/2013,27/10/2013,0.5158
28/09/2013,28/10/2013,0.5
01/10/2013,01/11/2013,0.5925
02/10/2013,02/11/2013,0.5782
03/10/2013,03/11/2013,0.585
04/10/2013,04/11/2013,0.5594
05/10/2013,05/11/2013,0.5536
06/10/2013,06/11/2013,0.5881
07/10/2013,07/11/2013,0.6064
08/10/2013,08/11/2013,0.5871
09/10/2013,09/11/2013,0.5863
10/10/2013,10/11/2013,0.5696
11/10/2013,11/11/2013,0.5505
12/10/2013,12/11/2013,0.5455
13/10/2013,13/11/2013,0.5691
14/10/2013,14/11/2013,0.5875
15/10/2013,15/11/2013,0.6165
16/10/2013,16/11/2013,0.5837
17/10/2013,17/11/2013,0.529
18/10/2013,18/11/2013,0.5224
19/10/2013,19/11/2013,0.5193
20/10/2013,20/11/2013,0.5428
21/10/2013,21/11/2013,0.563
22/10/2013,22/11/2013,0.5768
23/10/2013,23/11/2013,0.5769
24/10/2013,24/11/2013,0.5194
25/10/2013,25/11/2013,0.518
26/10/2013,26/11/2013,0.5228
27/10/2013,27/11/2013,0.5465
28/10/2013,28/11/2013,0.5756
01/11/2013,01/12/2013,0.5208
02/11/2013,02/12/2013,0.5139
03/11/2013,03/12/2013,0.5389
04/11/2013,04/12/2013,0.5829
05/11/2013,05/12/2013,0.5533
06/11/2013,06/12/2013,0.5544
07/11/2013,07/12/2013,0.556
08/11/2013,08/12/2013,0.5243
09/11/2013,09/12/2013,0.5
10/11/2013,10/12/2013,0.5185
11/11/2013,11/12/2013,0.5462
12/11/2013,12/12/2013,0.5527
13/11/2013,13/12/2013,0.5553
14/11/2013,14/12/2013,0.5545
15/11/2013,15/12/2013,0.5216
16/11/2013,16/12/2013,0.5216
17/11/2013,17/12/2013,0.5557
18/11/2013,18/12/2013,0.5708
19/11/2013,19/12/2013,0.5789
20/11/2013,20/12/2013,0.5822
21/11/2013,21/12/2013,0.5761
22/11/2013,22/12/2013,0.5447
23/11/2013,23/12/2013,0.5348
24/11/2013,24/12/2013,0.5596
25/11/2013,25/12/2013,0.6106
26/11/2013,26/12/2013,0.5475
27/11/2013,27/12/2013,0.5521
28/11/2013,28/12/2013,0.5508
01/12/2013,01/01/2014,0.5496
02/12/2013,02/01/2014,0.5734
03/12/2013,03/01/2014,0.577
04/12/2013,04/01/2014,0.5495
05/12/2013,05/01/2014,0.5257
06/12/2013,06/01/2014,0.515
07/12/2013,07/01/2014,0.5082
08/12/2013,08/01/2014,0.5346
09/12/2013,09/01/2014,0.5756
10/12/2013,10/01/2014,0.567
11/12/2013,11/01/2014,0.5721
12/12/2013,12/01/2014,0.538
13/12/2013,13/01/2014,0.5013
14/12/2013,14/01/2014,0.5191
15/12/2013,15/01/2014,0.5443
16/12/2013,16/01/2014,0.5593
